0	323.845
1	323.846
2	323.847
3	323.849
4	323.852
5	323.855
6	323.858
7	323.862
8	323.866
9	323.871
10	323.875
11	323.88
12	323.885
13	323.891
14	323.896
15	323.902
16	323.908
17	323.914
18	323.92
19	323.926
20	323.932
21	323.938
22	323.944
23	323.951
24	323.957
25	323.963
26	323.97
27	323.976
28	323.983
29	323.989
30	323.996
31	324.002
32	324.009
33	324.015
34	324.022
35	324.028
36	324.035
37	324.041
38	324.048
39	324.054
40	324.061
41	324.067
42	324.074
43	324.08
44	324.087
45	324.093
46	324.1
47	324.106
48	324.113
49	324.119
50	324.126
51	324.132
52	324.139
53	324.145
54	324.152
55	324.158
56	324.165
57	324.172
58	324.178
59	324.185
60	324.191
61	324.198
62	324.204
63	324.211
64	324.218
65	324.224
66	324.231
67	324.238
68	324.244
69	324.251
70	324.258
71	324.265
72	324.271
73	324.278
74	324.285
75	324.292
76	324.299
77	324.306
78	324.313
79	324.32
80	324.327
81	324.334
82	324.341
83	324.348
84	324.355
85	324.362
86	324.369
87	324.377
88	324.384
89	324.391
90	324.399
91	324.406
92	324.414
93	324.421
94	324.429
95	324.437
96	324.444
97	324.452
98	324.46
99	324.468
100	324.476
101	324.484
102	324.492
103	324.5
104	324.509
105	324.517
106	324.526
107	324.534
108	324.543
109	324.552
110	324.56
111	324.569
112	324.578
113	324.588
114	324.597
115	324.606
116	324.616
117	324.625
118	324.635
119	324.645
120	324.655
121	324.666
122	324.676
123	324.687
124	324.697
125	324.708
126	324.719
127	324.731
128	324.742
129	324.754
130	324.766
131	324.778
132	324.79
133	324.803
134	324.816
135	324.829
136	324.842
137	324.856
138	324.87
139	324.884
140	324.898
141	324.913
142	324.928
143	324.943
144	324.958
145	324.974
146	324.989
147	325.005
148	325.021
149	325.038
150	325.054
151	325.07
152	325.087
153	325.103
154	325.12
155	325.136
156	325.152
157	325.168
158	325.185
159	325.201
160	325.218
161	325.235
162	325.251
163	325.268
164	325.285
165	325.302
166	325.318
167	325.335
168	325.351
169	325.368
170	325.384
171	325.4
172	325.416
173	325.432
174	325.447
175	325.463
176	325.478
177	325.493
178	325.509
179	325.524
180	325.539
181	325.554
182	325.569
183	325.584
184	325.599
185	325.614
186	325.629
187	325.644
188	325.659
189	325.675
190	325.691
191	325.707
192	325.723
193	325.74
194	325.758
195	325.775
196	325.794
197	325.813
198	325.833
199	325.853
200	325.875
201	325.898
202	325.921
203	325.946
204	325.973
205	326.001
206	326.031
207	326.063
208	326.098
209	326.135
210	326.174
211	326.217
212	326.263
213	326.313
214	326.367
215	326.426
216	326.491
217	326.561
218	326.637
219	326.72
220	326.812
221	326.912
222	327.022
223	327.142
224	327.275
225	327.42
226	327.581
227	327.756
228	327.921
229	328.07
230	328.204
231	328.324
232	328.431
233	328.527
234	328.612
235	328.687
236	328.752
237	328.809
238	328.858
239	328.899
240	328.932
241	328.958
242	328.977
243	328.989
244	328.994
245	328.992
246	328.983
247	328.966
248	328.941
249	328.909
250	328.868
251	328.818
252	328.758
253	328.688
254	328.607
255	328.513
256	328.407
257	328.315
258	328.235
259	328.168
260	328.112
261	328.067
262	328.032
263	328.006
264	327.99
265	327.983
266	327.984
267	327.993
268	328.012
269	328.038
270	328.074
271	328.118
272	328.171
273	328.234
274	328.306
275	328.389
276	328.484
277	328.59
278	328.71
279	328.843
280	328.992
281	329.158
282	329.341
283	329.545
284	329.771
285	330.02
286	330.296
287	330.602
288	330.94
289	331.313
290	331.726
291	332.183
292	332.687
293	333.245
294	333.862
295	334.543
296	335.297
297	336.128
298	336.975
299	337.742
300	338.435
301	339.061
302	339.625
303	340.134
304	340.593
305	341.007
306	341.379
307	341.714
308	342.015
309	342.285
310	342.526
311	342.742
312	342.934
313	343.105
314	343.256
315	343.389
316	343.505
317	343.605
318	343.691
319	343.763
320	343.822
321	343.869
322	343.905
323	343.929
324	343.942
325	343.944
326	343.936
327	343.918
328	343.888
329	343.848
330	343.797
331	343.734
332	343.659
333	343.572
334	343.472
335	343.357
336	343.227
337	343.081
338	342.917
339	342.734
340	342.53
341	342.303
342	342.052
343	341.774
344	341.466
345	341.125
346	340.748
347	340.332
348	339.872
349	339.363
350	338.802
351	338.183
352	337.498
353	336.743
354	335.908
355	334.991
356	334.123
357	333.335
358	332.62
359	331.971
360	331.382
361	330.847
362	330.361
363	329.918
364	329.516
365	329.15
366	328.816
367	328.512
368	328.234
369	327.981
370	327.749
371	327.537
372	327.343
373	327.165
374	327.001
375	326.851
376	326.712
377	326.585
378	326.467
379	326.358
380	326.258
381	326.165
382	326.078
383	325.998
384	325.923
385	325.853
386	325.788
387	325.727
388	325.669
389	325.616
390	325.565
391	325.518
392	325.473
393	325.431
394	325.391
395	325.353
396	325.316
397	325.282
398	325.249
399	325.218
400	325.189
401	325.16
402	325.133
403	325.107
404	325.082
405	325.057
406	325.034
407	325.012
408	324.99
409	324.969
410	324.949
411	324.929
412	324.91
413	324.892
414	324.874
415	324.856
416	324.84
417	324.823
418	324.807
419	324.791
420	324.776
421	324.761
422	324.746
423	324.732
424	324.718
425	324.704
426	324.691
427	324.678
428	324.665
429	324.652
430	324.64
431	324.628
432	324.616
433	324.604
434	324.592
435	324.581
436	324.569
437	324.558
438	324.547
439	324.537
440	324.526
441	324.516
442	324.505
443	324.495
444	324.485
445	324.475
446	324.465
447	324.455
448	324.445
449	324.436
450	324.426
451	324.417
452	324.408
453	324.399
454	324.39
455	324.38
456	324.372
457	324.363
458	324.354
459	324.345
460	324.336
461	324.328
462	324.319
463	324.311
464	324.302
465	324.294
466	324.286
467	324.277
468	324.269
469	324.261
470	324.253
471	324.245
472	324.237
473	324.229
474	324.221
475	324.213
476	324.205
477	324.197
478	324.189
479	324.182
480	324.174
481	324.166
482	324.159
483	324.151
484	324.144
485	324.136
486	324.129
487	324.121
488	324.114
489	324.107
490	324.1
491	324.093
492	324.086
493	324.079
494	324.072
495	324.066
496	324.059
497	324.053
498	324.047
499	324.041
500	324.036
501	324.03
502	324.025
503	324.02
504	324.016
505	324.011
506	324.008
507	324.004
508	324.002
509	324
510	323.998
511	323.997
512	323.845
513	323.845
514	323.847
515	323.849
516	323.851
517	323.854
518	323.858
519	323.862
520	323.866
521	323.87
522	323.875
523	323.88
524	323.885
525	323.891
526	323.896
527	323.902
528	323.908
529	323.914
530	323.92
531	323.926
532	323.932
533	323.938
534	323.944
535	323.951
536	323.957
537	323.963
538	323.97
539	323.976
540	323.983
541	323.989
542	323.996
543	324.002
544	324.009
545	324.015
546	324.022
547	324.028
548	324.035
549	324.041
550	324.048
551	324.054
552	324.061
553	324.067
554	324.074
555	324.08
556	324.087
557	324.093
558	324.1
559	324.106
560	324.113
561	324.119
562	324.126
563	324.132
564	324.139
565	324.145
566	324.152
567	324.159
568	324.165
569	324.172
570	324.178
571	324.185
572	324.191
573	324.198
574	324.205
575	324.211
576	324.218
577	324.225
578	324.231
579	324.238
580	324.245
581	324.251
582	324.258
583	324.265
584	324.272
585	324.278
586	324.285
587	324.292
588	324.299
589	324.306
590	324.313
591	324.32
592	324.327
593	324.334
594	324.341
595	324.348
596	324.355
597	324.363
598	324.37
599	324.377
600	324.384
601	324.392
602	324.399
603	324.407
604	324.414
605	324.422
606	324.429
607	324.437
608	324.445
609	324.453
610	324.46
611	324.468
612	324.476
613	324.484
614	324.493
615	324.501
616	324.509
617	324.518
618	324.526
619	324.535
620	324.543
621	324.552
622	324.561
623	324.57
624	324.579
625	324.588
626	324.597
627	324.607
628	324.616
629	324.626
630	324.636
631	324.646
632	324.656
633	324.666
634	324.677
635	324.687
636	324.698
637	324.709
638	324.72
639	324.731
640	324.743
641	324.755
642	324.767
643	324.779
644	324.791
645	324.804
646	324.817
647	324.83
648	324.843
649	324.857
650	324.871
651	324.885
